index,sku,filename,brand,model,distributor,defect,source_path
258,W1527,W1527.png,Tissot,TISSOT Chemin Des Tourelles Skeleton 39MM Men's Watch T139.836.36.,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1527.png
259,W1313,W1313.png,Longines,LONGINES Symphonette Quartz SS 29MM Silver Dial Women's Watch L2.3,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only or incomplete bracelet presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1313.png
260,W2283,W2283.png,Seiko,SEIKO Sportura Kinetic Direct Drive SS 42MM Men's Watch SRG005,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2283.png
261,W1427,W1427.png,Longines,LONGINES Symphonette Quartz Oval Women's Watch L2.306.4.71.6 / L23,WatchWarehouse,"canvas,caseW-high,bboxH-low,case-centre-y; FAIL_CONTENT: incomplete bracelet; lower bracelet is missing; human full-resolution review: head-only or incomplete bracelet presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1427.png
262,WL28,WL28.png,Tissot,TISSOT Le Locle Automatic 39.3MM Green Dial Rose Gold Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL28.png
263,CRH24411142,CRH24411142.png,Hamilton,Hamilton Ventura Stainless Steel Blue Dial Quartz H24411142 Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: severely zoomed-out and side-facing presentation,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH24411142.png
264,W256,W256.png,Hamilton,HAMILTON Khaki Field King SS Automatic Men's Watch H64455133,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and cutout artifacts",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W256.png
265,W1567,W1567.png,Tissot,TISSOT Visodate Automatic SS 39MM Black Dial Men's Watch T157.407.,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1567.png
266,WW783,WW783.png,Seiko,Seiko Lassale Black Dial Stainless Steel Men's Watch Czy237,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW783.png
267,W2311,W2311.png,Citizen,CITIZEN U.S. Open 25th Anniversary 42MM LTMD Edition Men's Watch A,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2311.png
268,W1546,W1546.png,Longines,LONGINES Presence 35MM AUTO Stainless Steel Men's Watch L48214116,WatchWarehouse,"canvas,caseW-high,bboxH-low,case-centre-y; FAIL_CONTENT: incomplete bracelet; lower bracelet is missing; human full-resolution review: head-only or incomplete bracelet presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1546.png
269,WW693,WW693.png,Movado,MOVADO Bold Evolution 38MM S-Steel Blue Dial Women's Watch 3600790,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW693.png
270,W28,W28.png,Hamilton,HAMILTON Khaki Field Automatic SS 42MM Green Dial Men's Watch H706,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and visible protective film",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W28.png
271,WL89,WL89.png,Gucci,GUCCI Quartz Stainless Steel White Dial Bracelet Women's Watch 600,WatchWarehouse,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: open-clasp bracelet presentation with hardware dominating frame",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL89.png
272,W234,W234.png,Hamilton,HAMILTON Khaki Navy Scuba 37MM Quartz Green Dial Men's Watch H8224,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with buckle and hardware visible",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W234.png
273,W2279,W2279.png,Seiko,Seiko Sportura Black Dial LTHR Strap Men's Watch SRW899,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2279.png
274,W2277,W2277.png,Seiko,Seiko Sportura Solar 45MM Black Dial Chrono SS Bracelet Men's Watc,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2277.png
275,W233,W233.png,Hamilton,HAMILTON American Classic Boulton M Green Leather Women's Watch H1,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W233.png
276,WW826,WW826.png,Tissot,Tissot Prx 39.5mm Quartz S-steel Gold Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW826.png
277,WW793,WW793.png,Citizen,Citizen Noblia Cream Dial Gold-tone Ss Women's Watch Sz1212,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW793.png
278,W2312,W2312.png,Citizen,CITIZEN PCAT Limited Edition Eco Drive Black Dial Strap Men's Watc,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2312.png
279,WW285,WW285.png,Tissot,Tissot Seastar 1000 Quartz Chronograph 38MM Gray-black Dial Men's,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW285.png
280,W2297,W2297.png,Citizen,CITIZEN Eco Drive Black Dial S-Steel Men's Watch CB0000-57E,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2297.png
281,CRJY0080-62E,CRJY0080-62E.png,Citizen,Citizen Promaster Skyhawk Titanium Eco-Drive Radio Controlled Worl,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRJY0080-62E.png
282,CRT120.410.22.051.01,CRT120.410.22.051.01.png,Tissot,Tissot SeaStar 1000 Two Tone Stainless Steel Black Dial Quartz Div,Creation Watches,"canvas,caseW-high,bboxH-low,case-centre-y; FAIL_CONTENT: head-only presentation; matching bracelet is missing; human full-resolution review: watch head has no visible strap or bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRT120.410.22.051.01.png
283,CRH82315931,CRH82315931.png,Hamilton,Hamilton Khaki Scuba H82315931 Automatic Analog Men's Watch,Creation Watches,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely zoomed-out full-strap presentation with hardware visible",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH82315931.png
284,CRH82305931,CRH82305931.png,Hamilton,Hamilton Khaki Navy Scuba Automatic H82305931 Men's Watch,Creation Watches,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely zoomed-out full-strap presentation with hardware visible",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH82305931.png
285,CRH24251391,CRH24251391.png,Hamilton,Hamilton Ventura Quartz H24251391 Women's Watch,Creation Watches,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong side-facing presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH24251391.png
286,CRJY8149-05E,CRJY8149-05E.png,Citizen,Citizen Promaster Skyhawk A-T Leather Strap Black Dial Eco-Drive D,Creation Watches,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only or incomplete strap presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRJY8149-05E.png
287,CRBN2037-11E,CRBN2037-11E.png,Citizen,Citizen PROMASTER Eco-Drive BN2037-11E Limited Edition 200M Men's,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRBN2037-11E.png
288,CRH77612133,CRH77612133.png,Hamilton,Hamilton Khaki ETO Chronograph H77612133 Men's Watch,Creation Watches,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH77612133.png
289,W240,W240.png,Hamilton,HAMILTON Square Black Dial Leather 28 X 34MM Quartz Vintage Watch,WatchWarehouse,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W240.png
290,W2274,W2274.png,Seiko,Seiko Coutura MOP Dial SS Bracelet Women's Watch SRKZ91,WatchWarehouse,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2274.png
291,CRBJ2105-51E,CRBJ2105-51E.png,Citizen,Citizen Eco-Drive Divers Promaster BJ2105-51E,Creation Watches,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRBJ2105-51E.png
292,CRBY3006-53E,CRBY3006-53E.png,Citizen,Citizen Promaster Geo Trekker Radio Controlled Stainless Steel Bla,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRBY3006-53E.png
293,WW542,WW542.png,Seiko,Seiko 5 Sports Skx Series Automatic 42.5mm Men's Watch Ssk036,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW542.png
294,CRRF1050SUN065P1,CRRF1050SUN065P1.png,Seiko,Refurbished Seiko Prospex Kinetic GMT Diver's PADI Edition SUN065,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: over-cropped head-dominant presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1050SUN065P1.png
295,CRXS.3590.NSF.SET,CRXS.3590.NSF.SET.png,Luminox,Luminox Navy Seal Foundation Chronograph Black Dial Quartz Diver's,Creation Watches,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only or incomplete strap presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRXS.3590.NSF.SET.png
296,CR96B251,CR96B251.png,Bulova,Bulova Special Edition Moon Apollo Lunar Pilot Chronograph Black D,Creation Watches,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CR96B251.png
297,CRAS4050-51E,CRAS4050-51E.png,Citizen,Citizen Promaster Sky Pilot Titanium Eco-Drive Radio Controlled Ch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRAS4050-51E.png
298,WW268,WW268.png,Seiko,Seiko 5 Sports Skx Automatic 42.5 Mm Black Dial Ss Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: over-cropped head-dominant presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW268.png
299,CRCB5009-55E,CRCB5009-55E.png,Citizen,Citizen Promaster Sky Eco-Drive Radio Controlled Perpetual Diver's,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRCB5009-55E.png
300,CRCB5925-82X,CRCB5925-82X.png,Citizen,Citizen Promaster Land Chronograph Radio-Controlled Eco-Drive CB59,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRCB5925-82X.png
301,WW600,WW600.png,Tissot,Tissot Prx Quartz 35MM Ss Pink Dial Womens Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and over-cropping",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW600.png
302,CRT120.210.22.051.01,CRT120.210.22.051.01.png,Tissot,Tissot Seastar 1000 Gold Tone Stainless Steel Black Dial Quartz Di,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and over-cropping",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRT120.210.22.051.01.png
303,CRH11411115,CRH11411115.png,Hamilton,Hamilton Ardmore American Classic Diamond Accents Quartz H11411115,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH11411115.png
304,CRH64455933,CRH64455933.png,Hamilton,Hamilton Khaki King Automatic H64455933 Men's Watch,Creation Watches,"caseW-low,case-centre-x; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with end hardware visible",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH64455933.png
305,CRRF454SSA421J1,CRRF454SSA421J1.png,Seiko,Refurbished Seiko Presage Sakura By Night Zen Garden Open Heart Di,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF454SSA421J1.png
306,CRBN1024-01E,CRBN1024-01E.png,Citizen,Citizen Promaster Rubber Strap Black Dial Eco-Drive Diver's BN1024,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: visible CreationWatches text at bottom and over-cropped presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRBN1024-01E.png
307,CRCB5037-17X,CRCB5037-17X.png,Citizen,Citizen Promaster Land Radio Controlled Chronograph Eco-Drive CB50,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRCB5037-17X.png
308,CRSEL09004W0,CRSEL09004W0.png,Orient,Orient Star Automatic Power Reserve Japan Made SEL09004W0 Men's Wa,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRSEL09004W0.png
309,CRH11221550,CRH11221550.png,Hamilton,Hamilton American Classic Ardmore Leather Strap Silver Dial Quartz,Creation Watches,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely narrow and zoomed-out watch presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH11221550.png
310,CRH76512133,CRH76512133.png,Hamilton,Hamilton Khaki Pilot Pioneer Chronograph H76512133 Men's Watch,Creation Watches,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH76512133.png
311,CRBN2036-14E,CRBN2036-14E.png,Citizen,Citizen Divers Promaster BN2036-14E Eco-Drive 200M Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRBN2036-14E.png
312,CRRA-AA0823L,CRRA-AA0823L.png,Orient,Orient Kamasu 75th Blue Automatic 200M Diver watch,Creation Watches,bboxH-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRA-AA0823L.png
313,CRSDK05003W,CRSDK05003W.png,Orient,Orient Star Automatic Open Heart Power Reserve Japan Made SDK05003,Creation Watches,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRSDK05003W.png
314,CRXS.3581,CRXS.3581.png,Luminox,Luminox Navy Seal XS.3581 Quartz Chronograph 200M Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRXS.3581.png
315,CRVIC241916,CRVIC241916.png,Victorinox,Victorinox Alliance XS Blue Dial Stainless Steel Quartz 241916 100,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRVIC241916.png
316,CRJR4065-09E,CRJR4065-09E.png,Citizen,Citizen Promaster Marine Yacht Timer Eco-Drive JR4065-09E 200M Div,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRJR4065-09E.png
317,CRBN4049-11E,CRBN4049-11E.png,Citizen,Citizen Promaster Altichron Land Eco-Drive BN4049-11E 200M Diver's,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRBN4049-11E.png
318,CR98A304,CR98A304.png,Bulova,Bulova Classic Sutton Leather Strap Silver Skeleton Dial Automatic,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CR98A304.png
319,CRBJ2127-16E,CRBJ2127-16E.png,Citizen,Citizen Promaster Aqualand Diver Eco-Drive Chronograph BJ2127-16E,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRBJ2127-16E.png
320,CRSRPF24K1,CRSRPF24K1.png,Seiko,Seiko 5 Sports Street Fighter Zangief Limited Edition Automatic SR,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with end hardware visible",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRSRPF24K1.png
321,CRSRPF67K1,CRSRPF67K1.png,Seiko,Seiko 5 Sports Sarada Uchiha Limited Edition Automatic SRPF67 SRPF,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full strap and hardware visible",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRSRPF67K1.png
322,CR98A283,CR98A283.png,Bulova,Bulova Classic Sutton Black Skeleton Dial Automatic 98A283 Men's W,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CR98A283.png
323,CRCB5034-91W,CRCB5034-91W.png,Citizen,Citizen Promaster Radio Controlled Chronograph Diver's Eco-Drive C,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRCB5034-91W.png
324,CRSDA02002W,CRSDA02002W.png,Orient,Orient Star Automatic Open Heart SDA02002W Men's Watch,Creation Watches,FAIL_CONTENT: visible retailer or product-tag text overlays the bracelet; human full-resolution review: visible SAPPHIRE CRYSTAL retailer overlay across bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRSDA02002W.png
325,CRH82201931,CRH82201931.png,Hamilton,Hamilton Khaki Navy Scuba Quartz H82201931 100M Men's Watch,Creation Watches,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely narrow full-strap presentation with hardware visible",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH82201931.png
326,W2295,W2295.png,Citizen,Citizen Noblia MOP Dial LTHR Strap Women's Watch 1060098,WatchWarehouse,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2295.png
327,CRSRPK65K1,CRSRPK65K1.png,Seiko,Seiko 5 Sports SKX Series Checker Flag Special Edition Petrol Blue,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRSRPK65K1.png
328,CRT129.410.16.053.00~,CRT129.410.16.053.00~.png,Tissot,Tissot Classic Dream Quartz T129.410.16.053.00 T1294101605300 Men',Creation Watches,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: over-cropped head-dominant presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRT129.410.16.053.00~.png
329,W2294,W2294.png,Citizen,Citizen Solar-Tech Silver Dial Stainless Steel Men's Watch AP8120-,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2294.png
330,W2287,W2287.png,Citizen,Citizen MOP Dial Silver-tone Women's Watch EP8090-54D,WatchWarehouse,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2287.png
331,W2293,W2293.png,Citizen,CITIZEN Blue Dial Titanium Women's Watch EU1390-58L,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2293.png
332,CRSRPF23K1,CRSRPF23K1.png,Seiko,Seiko 5 Sports Street Fighter Blanka Limited Edition Automatic SRP,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full strap and hardware visible",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRSRPF23K1.png
