sku,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,metric_warnings,pass_geometry,pass_content,human_classification,needs_rerender,notes,remediation_status,post_remediation_needs_rerender,post_caseW,post_bboxH,post_cxRatio,post_cyRatio,post_canvas,post_color_mode,post_metric_warnings,post_visual_review,post_sha256
W1645,0.700195,0.921875,0.527832,0.496745,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.700195,0.921875,0.527832,0.496745,1024x1536,RGBA,caseW-low,acceptable variation,ec74d4f67f4a328f5ff1582693f1a9b072bdb17aefc401c13618e73faa5154e3
CRH43311985,0.511429,1.0,0.514286,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.511429,1.0,0.514286,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,921869b38f04e25d76ecad22c4f7212149e07a2bba2583f4ed6ac09c46df9f32
CRT137.210.11.111.00,0.482738,0.892857,0.51875,0.499405,1680x1680,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.482738,0.892857,0.51875,0.499405,1680x1680,RGBA,canvas|caseW-low,acceptable variation,aa0baeb7b00ec9a988ea2c4e84e5f93458946aac85c81d63fafe89ed455a1694
CRRF572SRPB46J1,0.566243,1.0,0.529038,0.5,1102x1102,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.566243,1.0,0.529038,0.5,1102x1102,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,a2713854ff6f71cd882bfaa0899c0b546bc364217f412c94700a9c15c27deb4f
CRPRW-61D-2,0.975439,0.986667,0.5,0.5,570x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.975439,0.986667,0.5,0.5,570x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,6ca81bae212fd91c8c1ae9a9eac2264170dc1ddc80e373dfabf4d6d6043d5b90
CRVIC241916,0.970982,0.983333,0.501116,0.499444,448x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,131fdb87b0149bdf5b7a6322c25b780327ad8c0c10e9e28d0d9deb2458354494
CRJR4065-09E,0.975248,0.984444,0.499175,0.5,606x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.780273,0.852214,0.499512,0.499674,1024x1536,RGBA,,PASS,68eb241f54cc9f893202d95a856cb3c6c355ab3d5403f944ccc924f806303523
CRBN4049-11E,0.965361,0.986667,0.501506,0.5,664x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.780273,0.884766,0.500000,0.500326,1024x1536,RGBA,,PASS,12baa74c4100c5ede423a7904290de86ed1c5cd7247bad5cb01b9ad69597d604
CRCA4660-61A,0.591667,0.965,0.500417,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.591667,0.965,0.500417,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,c7543d1215bf3e42518f080fde261955ac7576844d77fc3abd8db8a1e5ad739e
CRPRW-6900YB-3,0.671667,0.940833,0.5,0.499583,1200x1200,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.671667,0.940833,0.5,0.499583,1200x1200,RGBA,canvas|caseW-low,acceptable variation,02fad4836ffd7cee14709132e0b23353c841fa6623aba26a84d96c1a8b8f3950
CRH64451533,0.591429,1.0,0.522857,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.591429,1.0,0.522857,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,ef3f36841155f5ea169adbd6faea20bc4cf0aa832a41310d8b5cd43ffb65fc99
W2304,0.621094,0.932943,0.51416,0.498372,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.621094,0.932943,0.51416,0.498372,1024x1536,RGBA,caseW-low,acceptable variation,57f36d278fab53dcb2750eea4644e6b65353232455b703d91b25bdd30690a34e
CRXS.3010.EVO.S,0.524167,0.920833,0.505417,0.50125,1200x1200,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.524167,0.920833,0.505417,0.50125,1200x1200,RGBA,canvas|caseW-low,acceptable variation,70474c0b15fa4fb9a00a5d811077279a816ed9d872220704afc3d3f15117fbf0
CRXS.3013.EVO.S,0.523333,0.921667,0.505833,0.501667,1200x1200,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.523333,0.921667,0.505833,0.501667,1200x1200,RGBA,canvas|caseW-low,acceptable variation,de69aa19cc09a2e6cf97224440c41ff4fa7ee42f245aaa500e0898f7fa2ef75f
CR98A304,0.977819,0.984444,0.5,0.498889,541x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,d35e9b7e70fcade164f233cbd4f5932e07aad0f216e2520533cf1d9e9d4d60ac
CRRA-AA0822L19B,0.825195,0.869792,0.529785,0.492839,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.825195,0.869792,0.529785,0.492839,1024x1536,RGBA,,approved,b9ab80b9655bf585104c8212173e903f6b3b6233725fa1ebbdb65cd5cfc1805f
W1557,0.723633,0.907552,0.527832,0.49349,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.723633,0.907552,0.527832,0.49349,1024x1536,RGBA,caseW-low,acceptable variation,0b883356b421b89cd3e6c2f859880019f2c365022ee0940c6714f88facaf46e2
W1649,0.725586,0.970703,0.497559,0.499023,1024x1536,RGBA,,caseW-low|bboxH-high,False,True,acceptable variation,False,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.725586,0.970703,0.497559,0.499023,1024x1536,RGBA,caseW-low|bboxH-high,acceptable variation,f93bdcca033e487ccc2e4f39dd63ca37aef0fc24b284c3a1caca7b07bf815d37
W1593,0.725586,0.942708,0.515137,0.490234,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.725586,0.942708,0.515137,0.490234,1024x1536,RGBA,caseW-low,acceptable variation,32a56c31dd435000aecb027fd6f90b968d85ce12ab1959ab26ef0cf19b379b98
CRT127.410.11.051.00,0.551786,0.895833,0.522321,0.499702,1680x1680,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.551786,0.895833,0.522321,0.499702,1680x1680,RGBA,canvas|caseW-low,acceptable variation,d5ffeae92d26982db7dbe99145f375ac845bfcf814fb1c34ab68e7b999a51aaa
CR98A302,0.643333,0.985,0.500833,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.643333,0.985,0.500833,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,af1e2acbd952974b9ad37fb644a5fc3868256235ce35b24c2a755a9dac8fabc7
CRVIC241871,0.745117,0.933594,0.525879,0.492839,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.745117,0.933594,0.525879,0.492839,1024x1536,RGBA,,approved,c5837272899b4e60520030556d55fbac027b3e391b5692200ddcee85ba4d59f4
CRBJ2127-16E,0.977848,0.984444,0.498418,0.498889,632x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,90396b3d09aa619bd4eb036540e22cd29c3145ba59f59257b363f5cc4602dc10
CRNY0164-65X,0.672852,0.896484,0.494141,0.492513,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.672852,0.896484,0.494141,0.492513,1024x1536,RGBA,caseW-low,acceptable variation,003c6502f820d8acefefddc7180868886f2925f16480086a3eb65722297828c3
CRSRPF24K1,0.967181,0.986667,0.5,0.5,518x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with end hardware visible",rerendered-and-approved,False,0.779297,0.899089,0.499512,0.500326,1024x1536,RGBA,,PASS,28b9fcb600133bda9a72231d75a20d6f299a1924214841e9025221003db778dd
CRT129.210.11.053.00~,0.39075,0.879585,0.518341,0.488437,1254x1254,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.39075,0.879585,0.518341,0.488437,1254x1254,RGBA,canvas|caseW-low,acceptable variation,1c2ce5921b9f17696f8cc7b68c76f7c4c0369a1fd3acdc5ef0830b787e9a0630
CRSRPK89K1,0.536298,0.92559,0.5,0.5,1102x1102,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.536298,0.92559,0.5,0.5,1102x1102,RGBA,canvas|caseW-low,acceptable variation,7be82f79d34a6c3f5edd9e41cfd39a05ba78a9a91bba0aaa8cb8e903780f3c84
CRH43311735,0.505714,1.0,0.517143,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.505714,1.0,0.517143,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,fa09f5984603b5b0dd5481c6737796f753314bf405f228961a723548690b0704
CRJP1010-00W,0.672249,0.956938,0.47807,0.5,1254x1254,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.672249,0.956938,0.47807,0.5,1254x1254,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,6c9ddfbf9e1806566ac2ff0f07906197a21d9ec6d69d44dbd1eeeabb84713836
CRH32451581,0.547143,1.0,0.517857,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.547143,1.0,0.517857,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,f8723fe440629efe79606e93b12f4f37278008dbfd4c95be02fe1fa1f79f9a41
CRSRPF67K1,0.959847,0.983333,0.5,0.500556,523x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full strap and hardware visible",rerendered-and-approved,False,0.780273,0.858724,0.500488,0.499674,1024x1536,RGBA,,PASS,c5a405496856e1c5fa0a4d6e556e3eafe93a9e258508658ebc6e506a9f1bb3ff
CRVIC241846,0.761848,0.898,0.528494,0.5098,1667x2500,RGBA,,canvas,False,True,acceptable variation,False,canvas; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.761848,0.898,0.528494,0.5098,1667x2500,RGBA,canvas,acceptable variation,d4fea7434465666aab0a7831bb36914f035fa0f494326b4719884a24629babaa
W1597,0.645508,0.876302,0.51416,0.496094,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.645508,0.876302,0.51416,0.496094,1024x1536,RGBA,caseW-low,acceptable variation,fcc0ba8f907d27a22be8944a8470a8c631e0a526515717785cba091a16993f64
CRRA-AA0007A09B,0.785156,0.957682,0.523438,0.495768,1024x1536,RGBA,,bboxH-high,False,True,acceptable variation,False,bboxH-high; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.785156,0.957682,0.523438,0.495768,1024x1536,RGBA,bboxH-high,acceptable variation,560730d771fe4ea58bfe39a8cfe34ada2d104fb06ba2ca41e14577b9cf3e199a
CRH64451133,0.59,1.0,0.526429,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.59,1.0,0.526429,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,014078a1949488477f999592505c20d91308719ccd663f2e2eff3ec1be13891d
W1601,0.722656,0.981771,0.480469,0.5,1024x1536,RGBA,,caseW-low|bboxH-high,False,True,acceptable variation,False,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.722656,0.981771,0.480469,0.5,1024x1536,RGBA,caseW-low|bboxH-high,acceptable variation,71e838724b09b976450971d878900f0cdd2b5aa4c6463ab7cbf5fa633c37f539
CRNY0160-66E,0.705078,0.884766,0.490234,0.485352,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.705078,0.884766,0.490234,0.485352,1024x1536,RGBA,caseW-low,acceptable variation,79904d0e4cb96e370e52b51f578059f757b6d3a2a4fb42c03407eb618fc628f1
CRXS.3601.BO.NSF,0.586111,0.887037,0.514352,0.496296,1080x1080,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.586111,0.887037,0.514352,0.496296,1080x1080,RGBA,canvas|caseW-low,acceptable variation,acaffc6b11a2dc4a31cd78aa5873510be13da7d70fab456d0aecfe602125a869
CRXA.9521,0.980392,0.984444,0.499109,0.5,561x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.980392,0.984444,0.499109,0.5,561x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,d12eb8b433d12cecf4e157e34579e7fb0410787b036f63a63a2f25456d93ab89
W2244,0.717773,0.947917,0.483887,0.486979,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.717773,0.947917,0.483887,0.486979,1024x1536,RGBA,caseW-low,acceptable variation,a516481cb4614ff9dadc225bc366fc7f21a129f0eaeeae4a0bb5415096146402
CR96B472,0.5575,0.985,0.500417,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.5575,0.985,0.500417,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,7e58fa7b9d31c199cbd2c377aa27f2163bd194762d0d4897baecebf9616464ae
CRJV0007-02E,0.767578,0.913411,0.501953,0.491862,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.767578,0.913411,0.501953,0.491862,1024x1536,RGBA,,approved,f3cf42709426fb4d8c410020717910135e3251938f4d4560e79310519c03d271
CRH38411580,0.511429,1.0,0.513571,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.511429,1.0,0.513571,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,7fd5e1cc248f7129d3cf2b2383d483f663d47b957e962af5dafde3e156c1e41b
CRRA-AA0821S19B,0.759766,0.938802,0.526367,0.497396,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.759766,0.938802,0.526367,0.497396,1024x1536,RGBA,,approved,a66549feb69599397093be54613ae3201120ba13f85386ac9da30e0a967aaffd
CRJP2000-67L,0.791992,0.945312,0.450195,0.494141,1024x1536,RGBA,,case-centre-x,False,True,acceptable variation,False,case-centre-x; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.791992,0.945312,0.450195,0.494141,1024x1536,RGBA,case-centre-x,acceptable variation,3bb9ee93b67194453f11d47fc3f0dd6a55359d2581b8f3ad450f6ffadb988ab5
W2267,0.560547,0.953776,0.510742,0.495768,1024x1536,RGBA,,caseW-low|bboxH-high,False,True,acceptable variation,False,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.560547,0.953776,0.510742,0.495768,1024x1536,RGBA,caseW-low|bboxH-high,acceptable variation,e154b61a4a645ab76a5b80dc12b96373065ede3af254685794dac4706a7427fc
W2266,0.614258,0.962891,0.521973,0.492513,1024x1536,RGBA,,caseW-low|bboxH-high,False,True,acceptable variation,False,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.614258,0.962891,0.521973,0.492513,1024x1536,RGBA,caseW-low|bboxH-high,acceptable variation,49dcb1875816eb04f011de241922ec89f4b5d2a280b41bdf176f59b6b4aad9b8
CRNY0129-58L,0.720703,0.935547,0.514648,0.499023,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.720703,0.935547,0.514648,0.499023,1024x1536,RGBA,caseW-low,acceptable variation,a3067cf7be611816b803d68fe43525ee0a514284f0de92847041ace9717a7f44
CRRA-AA0813R19B,0.755859,0.939453,0.510742,0.488607,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.755859,0.939453,0.510742,0.488607,1024x1536,RGBA,,approved,8a9a466d193cb23eab438e58ff8e09af02d69d767ce7c293673e6e787d89769a
CRSRPK13K1,0.962672,0.984444,0.5,0.501111,509x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.962672,0.984444,0.5,0.501111,509x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,b3249cf87191e90170b0612e575d4fcc9fb0465c463a0955725e58c1038279f3
W1673,0.655273,0.90625,0.52002,0.494792,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.655273,0.90625,0.52002,0.494792,1024x1536,RGBA,caseW-low,acceptable variation,3295fd34e73c60404a2799a07d88144fc42d3f34520d0558da75a61936be2e8a
CRRA-AA0003R19B,0.860352,0.974609,0.479004,0.497721,1024x1536,RGBA,,caseW-high|bboxH-high,False,True,acceptable variation,False,"caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.860352,0.974609,0.479004,0.497721,1024x1536,RGBA,caseW-high|bboxH-high,acceptable variation,7f2c45d6af41763b7768086d1ead04dde468f50134c932b942cc4c9a34df34ed
W2257,0.626953,0.922526,0.506836,0.482096,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.626953,0.922526,0.506836,0.482096,1024x1536,RGBA,caseW-low,acceptable variation,3f8d34603857e2f4f49b87ce933fa76fc07e6f8cb91c9d8cd599a523b705265c
CREL05004W,0.651185,0.944333,0.519905,0.500335,1055x1491,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.651185,0.944333,0.519905,0.500335,1055x1491,RGBA,canvas|caseW-low,acceptable variation,7a6ddb5c2ebec29a3e1192dc30a22e53585765544b645ce3d0271f152c76456e
CR97A182,0.540833,0.985,0.500417,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.540833,0.985,0.500417,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,0caa15e4a21eb46ca4ce385217088d7261018ff6618e084d3195a3e27a57578a
CRH68311133,0.467143,1.0,0.523571,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.467143,1.0,0.523571,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,837846784b252f4bade7fd3b8fb7e56cbdc55fc132497a5d6731c938a91150e3
CR98A283,0.981308,0.992222,0.5,0.497222,535x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,c72831b8797f295921db7334e4829a083fc64922e8f58e4f7df4c6fa8390621a
CRCB5034-91W,0.977966,0.983333,0.498305,0.499444,590x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.779297,0.888021,0.500000,0.500000,1024x1536,RGBA,,PASS,309d6f03549012c1d722da962b9bd6b740dea50318197e5bf3723ff0b3318bf4
W1600,0.634766,0.920573,0.521484,0.490234,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.634766,0.920573,0.521484,0.490234,1024x1536,RGBA,caseW-low,acceptable variation,f1a0877485d356772187e35627ef192be79390fbf3ff48088fac2b2ad0a6bcbb
W1616,0.696289,0.888672,0.520996,0.476237,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.696289,0.888672,0.520996,0.476237,1024x1536,RGBA,caseW-low,acceptable variation,d68166ed8f969ae78d2b389a0f20e230ca342458c8d4876887f8612658e6861e
CR98B432,0.604167,0.985,0.500417,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.604167,0.985,0.500417,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,bd61e572f37d641b66657d833103ea4ccd4b6177798cbdda5c9b5f0e57edbbcf
CRRE-ND0014L00B,0.714844,0.916016,0.515625,0.493164,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.714844,0.916016,0.515625,0.493164,1024x1536,RGBA,caseW-low,acceptable variation,2a06df4d2af9c4728a2ac7052509f835b88ff4103fd2b5613c3a5e1b151855a2
CRPRW-6900YL-5,0.671667,0.948333,0.5,0.5,1200x1200,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.671667,0.948333,0.5,0.5,1200x1200,RGBA,canvas|caseW-low,acceptable variation,78164826469ae95e9c8a71765bb2ace99366dd248fdf12160e7760eb004629f4
CRSDA02002W,0.748047,0.929688,0.505859,0.494792,1024x1536,RGBA,,,True,False,true failure,True,FAIL_CONTENT: visible retailer or product-tag text overlays the bracelet; human full-resolution review: visible SAPPHIRE CRYSTAL retailer overlay across bracelet,rerendered-and-approved,False,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,b8c68fa74cf6d2b99eed6db5b021263eac06da2b7a5bef91a3db7287c3d05e9b
CRPRW-6900Y-1,0.977419,0.982222,0.501613,0.5,620x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.977419,0.982222,0.501613,0.5,620x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,5160a5fc77211aa6ca9a1fed3af6bb6bc9edb7a61d5ff64a6648d57ae53f1fb1
CRVIC241930,0.708008,0.953125,0.509277,0.498698,1024x1536,RGBA,,caseW-low|bboxH-high,False,True,acceptable variation,False,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.708008,0.953125,0.509277,0.498698,1024x1536,RGBA,caseW-low|bboxH-high,acceptable variation,0fb4d68d4e63ceb97b6779456f2d565ced211c865ca783e3846b4f208030d8f8
CRBJ8058-06L,0.72,0.965,0.5,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.72,0.965,0.5,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,f1b64e73637b7f2e1e7f18e5b17c7b099b353f228231997f609c0b2250688986
CRH82201931,0.508571,1.0,0.500714,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,False,true failure,True,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely narrow full-strap presentation with hardware visible",rerendered-and-approved,False,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,f7c68305f292f79f282b077a1fbd2d6e35813d9bfd615604ed7c9294d9e4e9a7
CRT122.210.16.033.00~,0.524457,0.995556,0.263587,0.497778,736x900,RGBA,,canvas|caseW-low|bboxH-high|case-centre-x,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.524457,0.995556,0.263587,0.497778,736x900,RGBA,canvas|caseW-low|bboxH-high|case-centre-x,acceptable variation,366e595cc6681a4c043279ec667c742194d9c2cbbd7ce621c091c194d10c7eba
