sku,human_classification,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,metric_warnings,notes
WWNH82565930,true failure,0.788086,0.907552,0.499512,0.500651,1024x1536,RGBA,,,FAIL_CONTENT: exposed NATO keeper hardware does not match the approved presentation; human full-resolution review: full NATO strap hardware visible
W1270,true failure,0.943205,1.0,0.522312,0.5,493x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and possible cutout damage"
WW701,true failure,0.982318,0.987964,0.499018,0.502006,509x997,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds"
WW519,true failure,0.981324,1.0,0.499151,0.5,589x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds"
WW335,true failure,0.987762,1.0,0.499126,0.5,572x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds"
W1379,true failure,0.980822,1.0,0.50137,0.5,365x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W1279,true failure,0.684615,0.992222,0.35,0.501667,390x900,RGBA,,canvas|caseW-low|bboxH-high|case-centre-x,"canvas,caseW-low,bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: bracelet and cutout appear visibly malformed"
W249,true failure,0.951673,0.975,0.503717,0.5,807x1280,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside"
W236,true failure,0.802448,0.996,0.48951,0.502,572x1000,RGBA,,canvas|bboxH-high,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRH70605732,true failure,0.87207,0.90625,0.499512,0.5,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: head-only or incomplete strap presentation
W1281,true failure,0.985201,1.0,0.498943,0.5,473x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
W245,true failure,0.963016,0.971875,0.497155,0.500781,703x1280,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W1527,true failure,0.988166,0.984444,0.5,0.501111,507x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside"
W1313,true failure,0.97644,0.977778,0.498691,0.488889,382x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only or incomplete bracelet presentation"
W2283,true failure,0.972028,0.942,0.5,0.506,572x1000,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W1427,true failure,0.975078,0.693333,0.5,0.346667,321x900,RGBA,,canvas|caseW-high|bboxH-low|case-centre-y,"canvas,caseW-high,bboxH-low,case-centre-y; FAIL_CONTENT: incomplete bracelet; lower bracelet is missing; human full-resolution review: head-only or incomplete bracelet presentation"
WL28,true failure,0.89317,1.0,0.505254,0.5,571x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRH24411142,true failure,0.286133,0.906901,0.500488,0.499674,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: severely zoomed-out and side-facing presentation
W256,true failure,0.979866,0.98,0.5,0.5,298x500,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and cutout artifacts"
W1567,true failure,0.983573,1.0,0.501027,0.5,487x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW783,true failure,0.97449,0.989,0.5,0.5015,392x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W2311,true failure,0.933566,0.982,0.505245,0.503,286x500,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W1546,true failure,0.985294,0.686667,0.5,0.348889,408x900,RGBA,,canvas|caseW-high|bboxH-low|case-centre-y,"canvas,caseW-high,bboxH-low,case-centre-y; FAIL_CONTENT: incomplete bracelet; lower bracelet is missing; human full-resolution review: head-only or incomplete bracelet presentation"
WW693,true failure,0.985689,0.991,0.5,0.5035,559x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W28,true failure,0.832857,0.997,0.508571,0.4985,700x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and visible protective film"
WL89,true failure,0.528897,0.963,0.490368,0.5025,571x1000,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: open-clasp bracelet presentation with hardware dominating frame"
W234,true failure,0.879159,0.987,0.488616,0.5005,571x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with buckle and hardware visible"
W2279,true failure,0.924694,0.86,0.5,0.5,571x1000,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
W2277,true failure,0.964974,0.925,0.501751,0.4955,571x1000,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W233,true failure,0.861646,0.998,0.507005,0.499,571x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped strap"
WW826,true failure,0.986641,0.986,0.500954,0.501,524x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds"
WW793,true failure,0.97006,0.988,0.5,0.502,167x500,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W2312,true failure,0.894921,0.933,0.499124,0.5005,571x1000,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW285,true failure,0.915315,0.933,0.499099,0.4995,555x1000,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
W2297,true failure,0.922942,0.986,0.498249,0.504,571x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRJY0080-62E,true failure,0.977853,0.986667,0.500852,0.498889,587x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRT120.410.22.051.01,true failure,0.974308,0.595556,0.500988,0.542222,506x900,RGBA,,canvas|caseW-high|bboxH-low|case-centre-y,"canvas,caseW-high,bboxH-low,case-centre-y; FAIL_CONTENT: head-only presentation; matching bracelet is missing; human full-resolution review: watch head has no visible strap or bracelet"
CRH82315931,true failure,0.527143,1.0,0.520714,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely zoomed-out full-strap presentation with hardware visible"
CRH82305931,true failure,0.565714,1.0,0.518571,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely zoomed-out full-strap presentation with hardware visible"
CRH24251391,true failure,0.464286,1.0,0.517857,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong side-facing presentation"
CRJY8149-05E,true failure,0.684167,0.965,0.500417,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only or incomplete strap presentation"
CRBN2037-11E,true failure,0.981791,0.983333,0.5,0.499444,659x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRH77612133,true failure,0.61,1.0,0.490714,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds"
W240,true failure,0.704028,0.932,0.499124,0.5,571x1000,RGBA,,canvas|caseW-low,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
W2274,true failure,0.789062,0.966146,0.506836,0.498698,1024x1536,RGBA,,bboxH-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet
CRBJ2105-51E,true failure,0.931507,0.931111,0.5,0.5,584x900,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRBY3006-53E,true failure,0.975652,0.984444,0.5,0.498889,575x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW542,true failure,0.894155,0.933,0.49921,0.5005,633x1000,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRRF1050SUN065P1,true failure,0.974359,0.983333,0.500855,0.500556,585x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: over-cropped head-dominant presentation"
CRXS.3590.NSF.SET,true failure,0.583333,0.911111,0.508333,0.501852,1080x1080,RGBA,,canvas|caseW-low,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only or incomplete strap presentation"
CR96B251,true failure,0.631667,1.0,0.5,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds"
CRAS4050-51E,true failure,0.977929,0.985556,0.499151,0.500556,589x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW268,true failure,0.957004,0.990374,0.498613,0.504813,721x935,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: over-cropped head-dominant presentation"
CRCB5009-55E,true failure,0.978078,0.988889,0.500843,0.497778,593x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRCB5925-82X,true failure,0.977312,0.984444,0.500873,0.5,573x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW600,true failure,0.986817,1.0,0.500942,0.5,531x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and over-cropping"
CRT120.210.22.051.01,true failure,0.972222,0.981111,0.498016,0.496111,504x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and over-cropping"
CRH11411115,true failure,0.956164,0.986667,0.50274,0.501111,365x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRH64455933,true failure,0.708008,0.927083,0.530762,0.495443,1024x1536,RGBA,,caseW-low|case-centre-x,"caseW-low,case-centre-x; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with end hardware visible"
CRRF454SSA421J1,true failure,0.974257,0.986667,0.49901,0.501111,505x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRBN1024-01E,true failure,0.951473,0.983333,0.501733,0.499444,577x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: visible CreationWatches text at bottom and over-cropped presentation"
CRCB5037-17X,true failure,0.978571,0.985556,0.5,0.499444,560x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRSEL09004W0,true failure,0.976015,0.987778,0.502768,0.500556,542x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRH11221550,true failure,0.308571,1.0,0.502857,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely narrow and zoomed-out watch presentation"
CRH76512133,true failure,0.542857,1.0,0.517143,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds"
CRBN2036-14E,true failure,0.975422,0.984444,0.499232,0.501111,651x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRRA-AA0823L,true failure,0.821289,0.817708,0.525391,0.48112,1024x1536,RGBA,,bboxH-low,bboxH-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet
CRSDK05003W,true failure,0.916201,0.932222,0.499069,0.500556,537x900,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRXS.3581,true failure,0.981846,0.986667,0.5,0.498889,661x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRVIC241916,true failure,0.970982,0.983333,0.501116,0.499444,448x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRJR4065-09E,true failure,0.975248,0.984444,0.499175,0.5,606x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRBN4049-11E,true failure,0.965361,0.986667,0.501506,0.5,664x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CR98A304,true failure,0.977819,0.984444,0.5,0.498889,541x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRBJ2127-16E,true failure,0.977848,0.984444,0.498418,0.498889,632x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRSRPF24K1,true failure,0.967181,0.986667,0.5,0.5,518x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with end hardware visible"
CRSRPF67K1,true failure,0.959847,0.983333,0.5,0.500556,523x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full strap and hardware visible"
CR98A283,true failure,0.981308,0.992222,0.5,0.497222,535x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRCB5034-91W,true failure,0.977966,0.983333,0.498305,0.499444,590x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRSDA02002W,true failure,0.748047,0.929688,0.505859,0.494792,1024x1536,RGBA,,,FAIL_CONTENT: visible retailer or product-tag text overlays the bracelet; human full-resolution review: visible SAPPHIRE CRYSTAL retailer overlay across bracelet
CRH82201931,true failure,0.508571,1.0,0.500714,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely narrow full-strap presentation with hardware visible"
W2295,true failure,0.727273,0.978,0.503497,0.501,286x500,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside"
CRSRPK65K1,true failure,0.96124,0.984444,0.498062,0.498889,516x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRT129.410.16.053.00~,true failure,0.962025,0.944444,0.481013,0.525556,711x900,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: over-cropped head-dominant presentation"
W2294,true failure,0.818182,0.98,0.506993,0.502,286x500,RGBA,,canvas|bboxH-high,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W2287,true failure,0.587891,0.962891,0.507812,0.493815,1024x1536,RGBA,,caseW-low|bboxH-high,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
W2293,true failure,0.797203,0.986,0.51049,0.499,286x500,RGBA,,canvas|bboxH-high,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRSRPF23K1,true failure,0.962121,0.984444,0.5,0.501111,528x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full strap and hardware visible"
W2296,true failure,0.744755,0.98,0.494755,0.5,286x500,RGBA,,canvas|bboxH-high,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside"
W2292,true failure,0.800699,0.984,0.51049,0.5,286x500,RGBA,,canvas|bboxH-high,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRT122.210.11.033.00~,true failure,0.977444,0.717778,0.488722,0.363333,399x900,RGBA,,canvas|caseW-high|bboxH-low|case-centre-y,"canvas,caseW-high,bboxH-low,case-centre-y; FAIL_CONTENT: incomplete bracelet; lower bracelet is missing; human full-resolution review: watch head has no visible strap or bracelet"
CRVIC241847,true failure,0.978003,0.985556,0.499154,0.500556,591x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRBJ2040-55E,true failure,0.981481,0.994444,0.499288,0.501667,702x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and over-cropping"
CRGG-1000-1A3,true failure,0.978992,0.986667,0.5007,0.498889,714x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with over-cropped strap"
CRRA-AC0K05G00B,true failure,0.702148,0.945964,0.515625,0.500326,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with end hardware visible
CRBX1010-53E,true failure,0.978369,0.984444,0.499168,0.5,601x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRAB4010-56E,true failure,0.972549,0.982222,0.5,0.5,510x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRBJ7017-09E,true failure,0.966667,0.985556,0.500877,0.500556,570x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRSSA317K1,true failure,0.977853,0.984444,0.500852,0.5,587x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRBJ7070-57E,true failure,0.953368,0.987778,0.499136,0.499444,579x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRRA-WK0006S,true failure,0.972093,0.982222,0.5,0.501111,645x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only or incomplete strap presentation"
CRSRP785K1,true failure,0.9776,0.985556,0.5016,0.501667,625x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRRF70-SRPG61K1,true failure,0.744141,0.921224,0.511719,0.495117,1024x1536,RGBA,,,FAIL_CONTENT: exposed NATO keeper hardware does not match the approved presentation; human full-resolution review: full-strap presentation with end hardware visible
WW566,true failure,0.981891,1.0,0.498994,0.5,497x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with end hardware visible"
CR96P245,true failure,0.966851,0.984444,0.5,0.5,362x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW953,true failure,0.977341,0.986667,0.500755,0.500833,662x1200,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW554,true failure,0.984848,1.0,0.5,0.5,528x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW952,true failure,0.971292,0.9825,0.498405,0.50125,627x1200,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW950,true failure,0.962675,0.983005,0.5,0.500447,643x1118,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRSRPB91K1,true failure,0.975177,0.985556,0.501773,0.500556,564x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRSRPB83K1,true failure,0.975652,0.986667,0.5,0.5,575x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRSRPB93K1,true failure,0.973262,0.982222,0.500891,0.5,561x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRF20671-1,true failure,0.978417,1.0,0.5,0.5,556x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRSRPB89K1,true failure,0.978456,0.983333,0.498205,0.500556,557x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW791,true failure,0.979167,0.98998,0.502083,0.501002,240x499,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRBN0100-42E,true failure,0.978495,0.983333,0.498208,0.499444,558x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRSRP219J1,true failure,0.977233,0.984444,0.500876,0.501111,571x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRSRPB86K1.G,true failure,0.975945,0.984444,0.5,0.501111,582x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CREFR-S108D-7A,true failure,0.972973,0.983333,0.50104,0.499444,481x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRSRPB79K1,true failure,0.923345,0.933333,0.498258,0.5,574x900,RGBA,,canvas|caseW-high,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
