SKU,Brand,Model_Reference,MarketValue,Pack,Issue,CurrentImageURL_reference
CRNY0105-81E,Citizen,Citizen Promaster Super Titanium Fugu Limited Edition Automatic Di,836.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0105-81E.png
CRNY0110-13E,Citizen,Citizen Asia Fugu Promaster Limited Edition Automatic Diver's NY01,456.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0110-13E.png
CRNY0120-01E,Citizen,Citizen Promaster Diver's NY0120-01E 200M Men's Watch,489.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0120-01E.png
CRNY0120-01X,Citizen,Citizen Promaster Marine Diver's NY0120-01X 200M Men's Watch,472.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0120-01X.png
CRNY0121-09X,Citizen,Citizen Promaster Polyurethane Strap Green Dial Automatic Diver's ,460.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0121-09X.png
CRNY0125-08W,Citizen,Citizen Promaster Marine Polyester Strap Brown Dial Automatic Dive,441.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0125-08W.png
CRNY0125-83E,Citizen,Citizen Promaster Marine Stainless Steel Black Dial Automatic Dive,546.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0125-83E.png
CRNY0129-07L,Citizen,Citizen Promaster Diver's NY0129-07L 200M Men's Watch,468.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0129-07L.png
CRNY0129-58L,Citizen,Citizen Promaster Mechanical Stainless Steel Blue Dial Automatic D,588.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0129-58L.png
CRNY0139-11E,Citizen,Citizen Promaster Fugu Limited Edition Diver's Black Dial Automati,449.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0139-11E.png
CRNY0140-80E,Citizen,Citizen Promaster Marine Diver's Stainless Steel Automatic NY0140-,506.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0140-80E.png
CRNY0160-66E,Citizen,Citizen Promaster Marine divers automatic 200M watch,593.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0160-66E.png
CRNY0161-63L,Citizen,Citizen Promaster Marine limited edition divers watch,518.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0161-63L.png
CRNY0164-65X,Citizen,Citizen Promaster Marine Copper Dial Automatic Diver's NY0164-65X ,604.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0164-65X.png
CRNY0168-64A,Citizen,Citizen Promaster Limited Edition automatic 200M watch,552.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRNY0168-64A.png
CRRA-AA0001B19B,Orient,Orient Mako III RA-AA0001B19B Automatic 200M Men's Watch,523.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0001B19B.png
CRRA-AA0002L19B,Orient,Orient Mako III RA-AA0002L19B Automatic 200M Men's Watch,538.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0002L19B.png
CRRA-AA0003R19B,Orient,Orient Mako III RA-AA0003R19B Automatic 200M Men's Watch,586.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0003R19B.png
CRRA-AA0004E19B,Orient,Orient Mako III RA-AA0004E19B Automatic 200M Men's Watch,554.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0004E19B.png
CRRA-AA0005B19B,Orient,Orient Mako III RA-AA0005B19B Automatic 200M Men's Watch,523.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0005B19B.png
CRRA-AA0006L19B,Orient,Orient Mako III RA-AA0006L19B Automatic 200M Men's Watch,460.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0006L19B.png
CRRA-AA0007A09B,Orient,Orient Mako III RA-AA0007A09B Limited Edition Automatic 200M Men's,595.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0007A09B.png
CRRA-AA0008B09C,Orient,Orient Mako 3 RA-AA0008B09C Divers Sports 200M Japan Made Men's Wa,361.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0008B09C.png
CRRA-AA0009L09C,Orient,Orient Mako III RA-AA0009L09C Automatic Men's Watch,386.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0009L09C.png
CRRA-AA0009L19B,Orient,Orient Mako III RA-AA0009L19B Automatic 200M Men's Watch,525.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0009L19B.png
CRRA-AA0010B19B,Orient,Orient Mako III RA-AA0010B19B Automatic 200M Men's Watch,418.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0010B19B.png
CRRA-AA0011B19B,Orient,Orient Mako III RA-AA0011B19B Sports Automatic 200M Men's Watch,441.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0011B19B.png
CRRA-AA0810N19B,Orient,Orient Mako Kamasu Stainless Steel Automatic Diver's RA-AA0810N19B,556.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0810N19B.png
CRRA-AA0812L19B,Orient,Orient Mako Kamasu Blue Dial Automatic Diver's RA-AA0812L19B 200M ,544.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0812L19B.png
CRRA-AA0813R19B,Orient,Orient New Kamasu Limited Edition Divers Red Dial Automatic RA-AA0,588.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0813R19B.png
CRRA-AA0814R19B,Orient,Orient Sports Mako Diver's RA-AA0814R19B 200M Men's Watch,531.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0814R19B.png
CRRA-AA0815L19B,Orient,Orient Kamasu Diver's Limited Edition Stainless Steel Automatic RA,538.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0815L19B.png
CRRA-AA0820R19B,Orient,Orient Sports Kamasu Mako III Stainless Steel Red Dial Automatic D,521.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0820R19B.png
CRRA-AA0821S19B,Orient,Orient Mako III Kamasu Stainless Steel Silver Dial Automatic Diver,590.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0821S19B.png
CRRA-AA0822L19B,Orient,Orient Sports Mako 20th Anniversary Limited Edition Blue Dial Auto,607.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0822L19B.png
CRRA-AA0823L,Orient,Orient Kamasu 75th Blue Automatic 200M Diver watch,628.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0823L.png
CRRA-AA0916L19B,Orient,Orient Sports Diver Blue Dial Automatic RA-AA0916L19B 200M Men's W,410.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0916L19B.png
CRRA-AA0B03L19A,Orient,Orient Super King Diver Retro 70s Revival Automatic RA-AA0B03L19A ,351.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0B03L19A.png
CRRA-AA0B03L19B,Orient,Orient SK Navy Blue Dial Automatic RA-AA0B03L19B Men's Watch,397.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0B03L19B.png
CRRA-AA0D02R0HC,Orient,Orient 70th Anniversary Automatic King Diver Revival RA-AA0D02R0HC,410.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0D02R0HC.png
CRRA-AA0E02E19B,Orient,Orient World Map Revival Diver's RA-AA0E02E19B 200M Men's Watch,565.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0E02E19B.png
CRRA-AA0E03L09C,Orient,Orient World Map Revival Diver's Automatic RA-AA0E03L09C 200M Men',452.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0E03L09C.png
CRRA-AA0E03L19B,Orient,Orient World Map Revival Stainless Steel Automatic Diver's RA-AA0E,437.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0E03L19B.png
CRRA-AA0E04Y09B,Orient,Orient World Map Revival Limited Edition Diver's Automatic RA-AA0E,538.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AA0E04Y09B.png
CRRA-AB0E10S19B,Orient,Orient 3 Star White Dial Automatic RA-AB0E10S19B 100M Men's Watch,193.0,"$50, $125, $250",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AB0E10S19B.png
CRRA-AC0002S10B,Orient,Orient Classic Bambino Automatic RA-AC0002S10B Men's Watch,292.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0002S10B.png
CRRA-AC0004S00C,Orient,Orient Bambino RA-AC0004S00C Automatic Japan Made Men's Watch,330.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0004S00C.png
CRRA-AC0004S10B,Orient,Orient Bambino RA-AC0004S10B Automatic Men's Watch,418.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0004S10B.png
CRRA-AC0005S00C,Orient,Orient Bambino RA-AC0005S00C Automatic Japan Made Men's Watch,351.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0005S00C.png
CRRA-AC0005S10B,Orient,Orient Bambino RA-AC0005S10B Automatic 200M Men's Watch,351.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0005S10B.png
CRRA-AC0006B00C,Orient,Orient Classic Bambino RA-AC0006B00C Automatic Japan Made Men's Wa,328.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0006B00C.png
CRRA-AC0006B10B,Orient,Orient Bambino RA-AC0006B10B Automatic Men's Watch,351.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0006B10B.png
CRRA-AC0007L00C,Orient,Orient Classic Bambino RA-AC0007L00C Automatic Japan Made Men's Wa,351.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0007L00C.png
CRRA-AC0007L10B,Orient,Orient Bambino RA-AC0007L10B Automatic Men's Watch,351.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0007L10B.png
CRRA-AC0008S00C,Orient,Orient Bambino RA-AC0008S00C Automatic Japan Made Women's Watch,410.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0008S00C.png
CRRA-AC0008S10B,Orient,Orient Bambino RA-AC0008S10B Automatic Women's Watch,489.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0008S10B.png
CRRA-AC0009S00C,Orient,Orient Bambino RA-AC0009S00C Automatic Japan Made Women's Watch,365.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0009S00C.png
CRRA-AC0009S10B,Orient,Orient Bambino RA-AC0009S10B Automatic Women's Watch,494.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0009S10B.png
CRRA-AC0021L10B,Orient,Orient Bambino Contemporary Classic Automatic RA-AC0021L10B Men's ,388.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0021L10B.png
CRRA-AC0022S10B,Orient,Orient Bambino Contemporary RA-AC0022S10B Men's Watch,414.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0022S10B.png
CRRA-AC0024L,Orient,Orient Bambino Classic Leather Strap Navy Blue Dial Automatic RA-A,420.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0024L.png
CRRA-AC0K03L10B,Orient,Orient Triton Diver's Automatic RA-AC0K03L10B 200M Men's Watch,540.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0K03L10B.png
CRRA-AC0K05G00B,Orient,Orient Triton 70th Anniversary Limited Edition Automatic Diver's R,496.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0K05G00B.png
CRRA-AC0L02R00B,Orient,Orient M-Force AC0L 70th Anniversary Automatic Diver's RA-AC0L02R0,626.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0L02R00B.png
CRRA-AC0L07L00B,Orient,Orient M Force automatic divers 200M blue dial steel watch,675.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0L07L00B.png
CRRA-AC0M02B10B,Orient,Orient Classic Bambino Black Dial RA-AC0M02B10B Men's Watch,416.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0M02B10B.png
CRRA-AC0M03S10B,Orient,Orient Classic Bambino automatic white dial leather watch,441.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0M03S10B.png
CRRA-AC0M09E,Orient,Orient Bambino Stainless Steel Grass Green Dial Automatic RA-AC0M0,454.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0M09E.png
CRRA-AC0M10L,Orient,Orient Bambino Stainless Steel Light Blue Dial Automatic RA-AC0M10,460.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0M10L.png
CRRA-AC0M11Y,Orient,Orient Bambino Stainless Steel Copper Dial Automatic RA-AC0M11Y Me,460.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0M11Y.png
CRRA-AC0M15Y,Orient,Orient Bambino Limited Edition Leather Strap Copper Dial Automatic,418.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0M15Y.png
CRRA-AC0M16S,Orient,Orient Bambino Peanuts 75th Anniversary Limited Edition Leather St,523.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0M16S.png
CRRA-AC0P04Y10B,Orient,Orient Bambino Version 4 Leather Strap Bronze Dial Automatic Men's,397.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0P04Y10B.png
CRRA-AC0Q01B10B,Orient,Orient Sports Mako Stainless Steel Black Dial Automatic Diver's RA,510.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0Q01B10B.png
CRRA-AC0Q07V10B,Orient,Orient Sports Leather Strap Lilac Dial Automatic Diver's RA-AC0Q07,460.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0Q07V10B.png
CRRA-AC0Q08S,Orient,Orient Mako 40 Peanuts Limited Edition Leather Strap White Dial Au,565.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0Q08S.png
CRRA-AC0Q09R,Orient,Orient Mako Stainless Steel Red Dial Automatic Diver's RA-AC0Q09R ,523.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0Q09R.png
CRRA-AC0Q10N,Orient,Orient Mako Silicone Strap Black Dial Automatic Diver's RA-AC0Q10N,523.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0Q10N.png
CRRA-AC0Q11E,Orient,Orient Mako Silicone Strap Green Dial Automatic Diver's RA-AC0Q11E,523.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0Q11E.png
CRRA-AC0Q12L,Orient,Orient Mako 40 75th Anniversary Limited Edition Light Blue Dial Au,556.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AC0Q12L.png
CRRA-AG0003S00C,Orient,Orient Classic Bambino Automatic Open Heart Japan Made RA-AG0003S0,328.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AG0003S00C.png
CRRA-AG0026E00C,Orient,Orient Classic Bambino RA-AG0026E00C Automatic Japan Made Men's Wa,359.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AG0026E00C.png
CRRA-AG0026E10B,Orient,Orient Bambino RA-AG0026E10B Open Heart Automatic Men's Watch,365.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AG0026E10B.png
CRRA-AG0027Y00C,Orient,Orient Classic Bambino RA-AG0027Y00C Automatic Japan Made Men's Wa,359.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AG0027Y00C.png
CRRA-AG0027Y10B,Orient,Orient Bambino RA-AG0027Y10B Open Heart Automatic Men's Watch,365.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AG0027Y10B.png
CRRA-AG0028L00C,Orient,Orient Classic Bambino RA-AG0028L00C Automatic Japan Made Men's Wa,338.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AG0028L00C.png
CRRA-AG0028L10B,Orient,Orient Bambino RA-AG0028L10B Open Heart Automatic Men's Watch,494.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AG0028L10B.png
CRRA-AG0029N00C,Orient,Orient Classic Bambino RA-AG0029N00C Automatic Japan Made Men's Wa,338.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AG0029N00C.png
CRRA-AG0029N10B,Orient,Orient Classic Bambino RA-AG0029N10B Open Heart Men's Watch,365.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AG0029N10B.png
CRRA-AK0505L10B,Orient,Orient Altair Three Star Automatic RA-AK0505L10B Men's Watch,197.0,"$50, $125, $250",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AK0505L10B.png
CRRA-AK0506S10B,Orient,Orient Altair Three Stars Automatic RA-AK0506S10B Men's Watch,294.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AK0506S10B.png
CRRA-AK0701S10B,Orient,Orient Bambino Version 8 Classic Leather Strap White Dial Automati,437.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AK0701S10B.png
CRRA-AK0702Y,Orient,Orient Classic Bambino Version 8 Leather Strap Beige Dial Automati,441.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AK0702Y.png
CRRA-AK0705R10B,Orient,Orient Bambino GMT red dial leather automatic watch,439.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AK0705R10B.png
CRRA-AP0101B,Orient,Orient Classic Bambino Version 2 Leather Strap Black Dial Automati,460.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AP0101B.png
CRRA-AP0106S,Orient,Orient Bambino Version 2 Small Seconds Leather Strap Silver Dial A,481.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AP0106S.png
CRRA-AS0101S10B,Orient,Orient Classic Bambino Sun & Moon Phase Automatic RA-AS0101S10B Me,479.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-AS0101S10B.png
CRRA-TX0202B10B,Orient,Orient Chronograph Stainless Steel Black Dial Solar Diver's RA-TX0,456.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-TX0202B10B.png
CRRA-TX0203S10B,Orient,Orient Sports Panda Chronograph Stainless Steel White Dial Solar D,460.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-TX0203S10B.png
CRRA-TX0206L,Orient,Orient Sports Chronograph Stainless Steel Sky Blue Dial Quartz Div,472.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-TX0206L.png
CRRA-WJ0002L,Orient,Orient Mako III Stainless Steel Blue Dial Solar Diver's RA-WJ0002L,447.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-WJ0002L.png
CRRA-WJ0003S,Orient,Orient Mako III Stainless Steel Ivory Dial Solar Diver's RA-WJ0003,410.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-WJ0003S.png
